,dynasty,author,content,title,keywords
97968,Ming,文徵明,诸君送我帝城东|立马传杯犯朔风|莫叹柳枯难折赠|春光都在酒波中,马上口占谢诸送客十首 其六,帝城 朔风 春光 传杯
97971,Song,李龏,汉武西池宴未归|霞妃粲粲弄春机|靓妆似怕东风笑|尽换宫罗五品衣,绯桃 其一,未归 靓妆 东风 粲粲
97979,Song,释慧空,惊世文章梦里花|出尘悟解眼中沙|怪来不打这鼓笛|亲见江西老作家,送莫内翰五首 其一,亲见 江西 文章 出尘
97988,Song,韦骧,去年幽谷探寒梅|把酒曾将累句催|不意今年行海角|玉英开尽未归来,忆梅二首 其一,寒梅 去年 幽谷 海角
97999,Song,赵慎,融融风日杂花开|一雨凋残满绿苔|倘有红妆来拾翠|无端蝴蝶斗飞来,题刁光胤画册 双飞蛱蝶图,风日 红妆 蝴蝶 绿苔
98010,Song,王遂,禁殿薰风传赐敕|宫门晓日缓催班|小臣未报君恩重|耿耿孤君入梦间,宁考神御奉安原庙 其五,薰风 入梦 晓日 君恩
98018,Ming,程敏政,孤芳自是不凡材|顾影临池首重回|已报东归消息好|春光随马过关来,题梅赠山海萧生赴山东秋试,孤芳 东归 春光 消息
98027,Ming,章懋,尘暗长途水拍堤|行逢义士在烟溪|殷勤为济芦中客|莫爱官封楚执圭,烟溪义渡四首 其二,义士 执圭 长途 殷勤
98035,Song,陶弼,曾过祝融峰顶上|步随明月宿禅关|夜深一阵打窗雨|卧听风雷在半山,祝融峰,明月 禅关 风雷 卧听
98042,Ming,张以宁,银汉迢遥白露盈|锦屏咫尺隔深情|溪风夜冷鸳鸯起|独自推篷看月生,宿新站,鸳鸯 白露 银汉 咫尺
98052,Song,郭祥正,渔船归尽晚江空|只有杨花罥细风|多少春愁与春恨|为君都付酒杯中,次韵和孔周翰侍郎洪州绝句十首 其二,春愁 酒杯 渔船 江空
98058,Song,陈宓,武陵佳处是桃源|谬说伊谁为探原|会得桃花流水意|归来休向俗人言,送赵司直 赴常德倅 其一,武陵 桃源 流水 桃花
98062,Song,龚璛,飞来两雁不成字|偶得一滩相并眠|南国江天秋欲雨|西风木叶夜如年,题郑子实所藏燕穆之龙图山水及牛戬雁图 其二,木叶 南国 西风 江天
98063,Ming,王世贞,棹过钱塘莫厌迟|千峰倒翠插涟漪|居人已晓弹琴事|茂宰能歌解愠辞,送张子新之兰溪 其一,涟漪 弹琴 居人 钱塘
98068,Song,黄庭坚,春工调物似盐梅|一一根中生意回|风日安排催岁换|丹青次第与花开,再次前韵 其一,风日 丹青 安排 次第
98076,Ming,庞嵩,初秋凉动暑全消|路入端溪径水遥|棣萼有怀情不尽|片云将月过西樵,宿大径梦中得诗后二句足前寄弟玄圃,初秋 路入 棣萼 片云
98084,Ming,徐渭,雪压烟迷月又蹉|前村昏黑水增波|梅花也自难张主|数尺寒稍奈尔何,雪竹 其一,梅花 雪压 烟迷 数尺
98085,Song,释文珦,彭泽门前闲草木|丝丝那向路傍生|便教系得春风住|也与时人管送迎,柳言,丝丝 彭泽 春风 草木
98086,Song,刘敞,春塘泉脉活龙鳞|宿雨花枝覆锦茵|薄俗不容白眼客|醉乡自有葛天民,李氏池上醉中诗,宿雨 醉乡 白眼 花枝
98087,Ming,郭辅畿,柔情壮志古相妨|富贵劳君亦太忙|骏骨沙场横似雪|金台休更试丝缰,闺怨一百首次孙西庵原韵 其二十四,壮志 沙场 富贵 柔情
98094,Tang,周繇,晴江暗涨岸吹沙|山畔船冲树杪斜|城郭半淹桥市闹|鹭鸶缭绕入人家,津头望白水,城郭 缭绕 树杪 人家
98101,Song,孙应时,寒草岩前春鸟啼|桃花无数点清溪|我行已到神仙窟|不比渔郎此路迷,题寒草岩,神仙 清溪 桃花 鸟啼
98115,Song,舒邦佐,市人常是醉昏昏|买尽青铜酒已浑|健倒投床都不问|日高犹未启重门,和许宰寓武邑赓杨丞靖安八咏 其一,青铜 重门 日高 昏昏
98117,Song,吕奫,远岫参横滃白云|一声雷震出天门|恍然身在龙头上|笑引庄生五石樽,翠蛟 其一,白云 龙头 远岫 天门
98122,Ming,刘崧,一片白云东去微|千片万片相随飞|野人望杀田头雨|空逐逍遥神女归,白云,神女 白云 逍遥 野人
98135,Song,薛季宣,捭阖乾坤若有神|崎岖长短困仪秦|无声无臭文王道|应是先生浪鼓唇,读鬼谷子,乾坤 崎岖 长短 王道
98136,Song,李石,𦨴艚市中渔者渔|茅屋岸上居人居|阳坡细草马随鹿|烟水静花鸥趁鱼,扇子诗 其七十二,烟水 居人 茅屋 细草
98139,Yuan,赵偕,数声钟罢木鱼鸣|不管桑田几变更|惟有西来意无限|一溪寒玉照人明,送宗元始和尚之天竺维那 其二,桑田 照人 数声 寒玉
98141,Ming,宋应星,古今圣贤事头多|几句铭旌志不磨|若祖而翁微细善|连篇墓表太繁苛,怜愚诗四十二首 其八,事 铭旌 圣贤 志
98147,Ming,唐之淳,侧身天地双蓬鬓|寄迹江湖一钓舟|今夜夜长长不寐|怀归欲上仲宣楼,怀归,天地 仲宣 钓舟 江湖
98148,Ming,曹氏（平湖）,金风吹散碧天云|鸡骨支床体似焚|梦想吴山无限恨|对人含泪惜刘蕡,寄夫,碧天 吴山 梦想 金风
98152,Song,张镃,赐沐山行策最长|游人此日却相妨|洞天只得东边赏|开过灯花断杀肠,四月上浣日同寮约游西湖十绝 其五,灯花 洞天 山行 游人
98173,Song,韩驹,城郭初鸣定夜钟|苾刍过尽法堂空|移床独向西南角|卧看琅珰动晚风,夏夜广寿寺偶书 其二,晚风 城郭 卧看 西南
98181,Jin,史士举,小桥流水竹萧森|竹里人家一径深|只欠东风小篱落|梅花疏淡月笼阴,晋祠,流水 小桥 篱落 人家
98190,Ming,程本立,别愁归恨是清明|眼眯风沙白发生|纵有花枝如画里|看花不似少年情,题梨花锦鸠图 其一,风沙 别愁 花枝 清明
98197,Ming,文徵明,乘闲上日到僧家|惭愧空门有岁华|满地碧烟新草色|一痕春意早梅花,竹堂,岁华 春意 惭愧 草色
98202,Song,汪元量,一片淮山落照中|开船忽遇打头风|行军元帅传言语|别拨官军下浙东,湖州歌九十八首 其二十,落照 官军 打头 言语
98203,Ming,史谨,乱峰如剑插天青|飒飒凉飙树底生|一鸟不鸣云散尽|无人收拾万松声,题画,飒飒 松声 收拾 乱峰
98204,Song,赵鼎,营邱图画展霜绡|眩转寒光鉴影摇|更待东风开夜色|月明洛水断冰消,次韵退翁雪中书事 其一,寒光 夜色 月明 图画
98207,Tang,元稹,风引春心不自由|等闲冲席饮多筹|朝来始向花前觉|度却醒时一夜愁,宿醉,春心 风引 愁 觉
98214,Song,白玉蟾,醉头一月不曾梳|共整扁舟又太湖|昔日舞雩多一唯|他人陋巷只如愚,与赵将军 其二,舞雩 昔日 陋巷 扁舟
98215,Song,李石,飞上桃花玉颊儿|小红轻踏碧萎蕤|莫教啄破枝头雨|怕见胭脂泪点垂,王真画桃花玉颊儿扇,小红 胭脂 枝头 桃花
98239,Ming,屠隆,年来何日不思乡|却送君归欲断肠|闻道小园刚半亩|不愁无地种垂杨,送长吉诸孙东还,垂杨 断肠 小园 思乡
98252,Ming,刘泰,隔岸峰峦过雨新|桃花水暖碧潾潾|谁家艇子闲来往|只载春光不载人,小景 其一,过雨 隔岸 春光 桃花
98274,Song,牟巘,当代涪翁有素评|此花雅合唤梅兄|玉宸殿上重差次|可是诗人许与轻,舜举水仙梅五绝 其四,玉宸 唤 涪翁 诗人
98282,Song,徐瑞,久悟看山胜看书|梦中犹爱倒骑驴|武夷夙有烟霞侣|目断晴云雁影疏,再用韵送谢拙逸 其一,烟霞 目断 梦中 看山
98283,Yuan,刘鹗,曾拚一死争三事|思退如今又一秦|书奏但知强国体|似公忠义几何人,题胡彬所藏乃祖澹庵书藁后二首 其二,秦 国体 争 忠义
98312,Song,喻良能,小臣生长宣和初|深仁浃髓沦肌肤|只今白首冯唐似|何幸清斋拜鼎湖,永祐陵 其三,清斋 鼎湖 白首 肌肤
98320,Song,张嵲,远投僧舍青烟畔|夹路松音钟磬幽|试倚危轩望乡邑|三巴日暮远峰稠,五月二十四日宿永睦将口香积院僧轩东望甚远满山皆松桧声三首 其一,望乡 青烟 日暮 僧舍
98321,Song,彭汝砺,三年不见洛阳花|今日襄阳看转嘉|奔走簿书长似梦|不知春已满人家,和执中及谢检法 其二,簿书 奔走 洛阳 人家
98328,Ming,胡应麟,芙蓉一枕自徘徊|恍惚钧天帝子台|长啸八公携手去|万峰云色驾蓬莱,秋夕纪梦十绝 其一,携手 蓬莱 徘徊 芙蓉
98333,Song,陈峤,一寸功名心已灰|翩然解组赋归来|中兴天子登耆旧|二十馀年挽不回,赠萧韡,中兴 耆旧 天子 功名
98334,Song,邹浩,春风荡漾遍天涯|纵步郊原事事嘉|不许游人同所得|竹林深处试龙茶,清明日游大明道中,竹林 郊原 游人 事事
98335,Song,释重显,极目春光水照空|岸莎汀草碧茸茸|三千里外生灵望|独倚寒藤振祖风,送僧,茸茸 独倚 春光 极目
98341,Song,朱松,表里江湖眼界新|解夸奇观属诗人|要须一釂三江水|净洗多生舌本尘,松江三首 其二,江水 眼界 江湖 诗人
98344,Song,饶节,顺阳春色元无数|只有秋芳恐未闻|好事霍侯人不及|许将秋色为中分,檀越许分一株素馨见赠作小诗速之,未闻 春色 好事 秋色
98345,Song,李龙高,雪飞不到越王台|万树千枝满意开|花太清高天也妒|转教滕六御风来,雪梅,御风 清高 满意 雪飞
98347,Song,戴表元,吴歌楚舞送年华|忆著终还不似家|今日春风吹梦醒|铜山寺口见梅花,铜山寺口初见梅花书寄何则颜二首 其一,年华 梦醒 梅花 春风
98352,Song,虞俦,鸿头𧥄𧥄竞怀珍|南荡风光胜白苹|试捣明珠三万斛|与君换取坠楼人,谢友人寄芡实 其二,明珠 风光 胜 换取
98355,Song,刘宰,弦歌容与倦将迎|五斗看来一羽轻|若也儿曹知此意|可容千载擅清名,枕上四首呈丁景舒 其二,弦歌 清名 儿曹 将迎
98364,Ming,黄衷,十里黄埃羽骑来|中宵飞逻栅门开|鸣笳拥彻元戎帐|报是生擒浩八回,题李都阃履历七首 其六 姚源洞,鸣笳 中宵 黄埃 门开
98378,Ming,曹义,紫陌香尘荡绿漪|雨晴江上草离离|鸟啼花落□□□|□□行人肠断时,送同年田进士,离离 肠断 花落 行人
98397,Ming,屈大均,太岳青苍接太行|河汾襟带势何长|白云冉冉随行客|春草茫茫入战场,霍州道中,春草 茫茫 冉冉 行客
98426,Song,王之道,安养疮痍过所亲|野人何幸预斯民|自怜枯槁无生意|遂与寒梅竞得春,和王圜中道上初见梅花二首 其二,枯槁 疮痍 寒梅 野人
98432,Song,陈造,附丽高阴暑里春|衰荣不预主林神|胡床想踞僧垣夜|却爱香随露滴身,再次韵杨宰七首 其七,神 胡床 露滴 暑
98443,Song,张镃,欢意千年孰与齐|恰如稚子候门时|八旬半载争多少|匹似渊明已较迟,园步杂兴 其一,渊明 欢意 稚子 半载
98451,Song,姜夔,万马行空转屋檐|高寒屡索酒杯添|故人家住吴山上|借得西湖自捲帘,雪中六解 其三,高寒 西湖 酒杯 吴山
98455,Ming,王鏊,报道花开方自喜|忽闻花落更成伤|东风太是无情物|故作春来一日狂,花落又作 其一,报道 花开 东风 花落
98458,Ming,韩雍,红尘道上日纷纷|欲效微劳答圣君|寄语乡山须待我|宦情原薄似秋云,自叹,寄语 红尘 纷纷 宦情
98459,Ming,沈周,玉树瑶山画里看|乾坤不似酒壶宽|醉来草圣三千纸|漫使人惊索幼安,次天全翁雪湖赏梅十二咏 其十,乾坤 玉树 画里 酒壶
98460,Song,方蒙仲,煮木石餐多药灶|断荤膻气独茶铛|诗人自合长年瘦|底事梅花更瘦生,和刘后村梅花百咏 其三十一,梅花 长年 茶铛 诗人
98477,Tang,胡曾,山岭千重拥蜀门|成都别是一乾坤|五丁不凿金牛路|秦惠何由得并吞,咏史诗 金牛驿,乾坤 路 金牛 拥
98483,Yuan,范梈,石头渡口风烟古|洗盏开樽对浅沙|却唤掾曹无觅处|移船幽寺看黄花,送萨佥宪至岩头渡,黄花 风烟 渡口 石头
98488,Tang,白居易,信意闲弹秋思时|调清声直韵疏迟|近来渐喜无人听|琴格高低心自知,弹秋思,迟 秋思 听 高低
98489,Ming,胡应麟,尺书何处候青鸾|吟遍东风十二栏|金谷楼台春尚蚤|海棠憔悴不禁寒,东园四时词 其一 春,楼台 海棠 金谷 憔悴
98491,Ming,陈鹤,山桥野店酒盈卮|拄杖无钱欲典衣|日暮杨花太无绪|随风却自渡江飞,郊行漫兴,拄杖 渡江 日暮 杨花
98493,Jin,李俊民,夜凉枕上梦频惊|有底秋天不肯明|老眼近来闲泪少|那禁月下捣衣声,和君瑞月下闻砧,老眼 月下 秋天 夜凉
98505,Tang,周昙,杯羹忍啜得非忠|巧佞胡为惑主聪|盈箧谤书能寝默|中山不是乐羊功,春秋战国门 乐羊,中山 忠 功 盈箧
98516,Song,黄朝散,龙岩重到腊残天|欲访丹成行满仙|因睹曾公题刻妙|气腾忠谊拂云烟,睹丞相曾公为桂帅时经过留题,拂 云烟 欲访 丹成
98522,Ming,释今无,黑叶浓浓味亦殊|凝冰市上自来无|惟馀粤秀山前种|卖与城中变酪酥,荔支诗 其十八,惟馀 变 城中 种
98526,Jin,李俊民,水边堪赋濯缨歌|来往游人分外多|为问太平何处是|等闲不识起风波,太平泉 其二,濯缨 游人 分外 风波
98529,Tang,陆希声,小圃初晴风露光|含桃花发满山香|看花对酒心无事|倍觉春来白日长,阳羡杂咏十九首 含桃圃,白日 风露 对酒 初晴
98532,Ming,胡奎,松花落粉春昼闲|童子抱琴朝出山|明朝有意更相访|莫遣白云深掩关,题携琴图,明朝 白云 童子 出山
98535,Song,晁说之,园林叶落丹丘远|坂路霜寒白发侵|不是关西将家子|也无诗思著秦音,赴鄜州京郑间途中作,园林 诗思 霜寒 白发
98547,Song,方暹,乡村十里少人家|手掬清泉嚼细茶|洞口春深却无酒|故人相赠以桃花,仙人桥石刻,清泉 春深 桃花 人家
98555,Ming,方献夫,暮春才得揽群芳|把酒临阶喜欲狂|珍重归来闲宰相|片时刚为小生忙,待隐园池亭观物感怀和韵 其十三,珍重 群芳 暮春 喜欲
98556,Song,黄氏女,栏杆闲倚日偏长|短笛无情苦断肠|安得身轻如燕子|随风容易到君傍,赠潘用中,闲倚 断肠 栏杆 燕子
98569,Song,吴芾,畏暑停骖憩驿亭|不知郭外雨如倾|晚行但觉通衢湿|凉入郊墟分外清,喜雨三首 其三,驿亭 郭外 停骖 分外
98570,Ming,柯潜,一色琼瑶山径深|蹇驴驮醉晓骎骎|谁家楼上寒吹笛|落尽梅花何处寻,题小景,梅花 骎骎 琼瑶 吹笛
98575,Song,陈藻,今年时雨即时旸|用向田园每恰当|刈者不愁耕者喜|似曾真宰与商量,丙子秋作,商量 真宰 喜 田园
98576,Tang,韩偓,三月伤心仍晦日|一春多病更阴天|雄豪亦有流年恨|况是离魂易黯然,流年,多病 伤心 流年 离魂
98583,Ming,屈大均,万树青枫屋一间|桐花白遍路旁山|行人歇马眠春草|看尽徭姬大耳环,自秧家至黄窑道中所见 其三,春草 青枫 桐花 行人
98584,Ming,佘翔,山东隆准起雄图|西望关中定帝都|见说枌榆遗社在|未央还属汉家无,丰县道中,未央 见说 西望 山东
98585,Song,陈造,病来止酒似渊明|潘岳归田赋已成|布谷催耕如见谂|提壶劝醉更多情,同沈守劝农十首 其八,渊明 提壶 多情 归田
98596,Yuan,许有壬,凉入帘帏夜色轻|瑶台添月更虚明|一壶天地浑无迹|只有清风动竹声,琳宫词次安南王韵 其一,天地 瑶台 清风 夜色
98600,Song,释居简,李怀仁画双龙后|活在兰陵道士家|水墨工夫能幻巧|变成霜干老槎牙,松图 其一,道士 双龙 槎牙 水墨
98604,Song,李龏,每爱花光画作图|孤山亲见雪肌肤|芒鞋远觅香来处|醉倒黄公旧酒垆,梅花集句 其一一九,孤山 醉倒 花光 芒鞋
98606,Song,曾季狸,船头触处浪花生|船尾随人山影行|一水到家能几许|顺流东下片时程,苦竹舟行,山影 船头 浪花 东下
98610,Song,黄庭坚,一拳打破鬼门关|一笑吐却野狐涎|四海峥嵘龙象众|鼻头只用短绳牵,为黄龙心禅师烧香颂三首 其二,龙象 短 峥嵘 打破
98612,Song,岳珂,龙鸾骞舞写宸章|秘阁交辉白玉堂|格是帝中称第一|不交合作羡钟王,宫词一百首 其二十七,写 玉堂 羡 称
98648,Yuan,周伯琦,游蜂趁煖雀相呼|青杏县珠碧草腴|天上春风浓似酒|来禽花底倒宫壶,西内进讲即事 其二,碧草 浓 春风 游蜂
98652,Song,陈起,一庭人静月当空|桂不多花细细风|香露滴衣凉似水|恍然移下广寒宫,月下闻桂花,人静 广寒 宫 细细
98654,Song,陈普,燕鹊寒巢不暂宁|百年盗贼不曾停|豺狼首领皆回顾|曾见青衣立汉庭,咏史 其二 司马宣王,汉庭 青衣 豺狼 盗贼
98656,Song,韩淲,涧流清转佛仙家|雨歇春风水浪沙|得酒有诗人共逸|山腰初见折桐花,三月五日,仙家 雨歇 春风 初见
98661,Yuan,萨都剌,院院烧灯有咒僧|垂帘白日点酥灯|上京六月凉如水|人渴天瓢更赐冰,上京即事 其六,垂帘 烧灯 灯 白日
98669,Ming,何荆玉,花才吐蕊偏宜露|柳正抽芽不任风|未到春光成烂漫|已先羞绿更憎红,闺怨 其二,风 成 露 春光
98671,Song,刘涣,颠倒儒冠二十春|归来重喜访僧邻|千奔万竞无穷竭|老竹枯松特地新,自颍上归再题寺壁二绝 其一,颠倒 邻 新 儒冠
98677,Ming,黎贞,蹇驴曾上庾关头|万树琼瑶雪夜游|一自别来经十载|扁舟又欲访罗浮,画梅,扁舟 琼瑶 蹇驴 雪夜
98678,Yuan,萨都剌,歌扇春风噀酒香|舞裙落日动鹅黄|柳边今夜孤舟发|水远山遥空断肠,彭城杂咏 呈廉公亮佥事 其五,孤舟 断肠 春风 落日
98682,Song,黄庭坚,惠崇笔下开江面|万里晴波向落晖|梅影横斜人不见|鸳鸯相对浴红衣,题惠崇画扇,鸳鸯 笔下 横斜 落晖
98693,Ming,释函可,只将匡岳纸三张|此外何曾半瓣香|江月江烟兼塞雪|等闲收拾满空囊,戏似阿字,瓣香 江月 收拾 江烟
98700,Song,王雱,杜家园上好花时|尚有梅花三两枝|日暮欲归岩下宿|为贪香雪故来迟,诗一首,欲归 日暮 梅花 岩下
98710,Song,周行己,春尽辽阳无信来|花奁鸾镜满尘埃|黄莺恰恰惊人梦|欲到郎边却么回,春闺怨三首 其一,鸾镜 惊人 辽阳 尘埃
